Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-09,2025-09-19 23:31:00,School ADBW,SYN-2077-ADBW,District K,District K - Block 019,Yes,Yes,"Classes 6, 7 and 8",Math and Science,13,10,9,11,9,10,15,9,10,39,57,0.7308,Behind
2025-09,2025-09-19 23:48:00,School ACBF,SYN-1384-ACBF,District K,District K - Block 020,Yes,Yes,Class 7,Science,70,38,27,61,28,30,60,18,35,191,176,0.4607,At Risk
2025-09,2025-09-20 00:05:00,School ADEE,SYN-2137-ADEE,District K,District K - Block 020,No,No,Not conducted,Not applicable,71,0,0,65,0,0,60,0,0,196,0,0.0,Critical
2025-09,2025-09-20 00:22:00,School ADEV,SYN-2154-ADEV,District K,District K - Block 021,Yes,Yes,Class 8,Science,48,38,29,54,39,29,53,38,29,155,202,0.6516,Behind
2025-09,2025-09-20 00:39:00,School ADEW,SYN-2155-ADEW,District K,District K - Block 021,Yes,Yes,"Classes 6, 7 and 8",Math and Science,58,46,40,29,19,19,33,26,22,120,172,0.7167,Behind
2025-09,2025-09-20 00:56:00,School ADEX,SYN-2156-ADEX,District K,District K - Block 021,Yes,Yes,"Classes 6, 7 and 8",Math and Science,70,43,69,67,51,49,54,46,33,191,291,0.7618,On Track
2025-09,2025-09-20 01:13:00,School ADEY,SYN-2157-ADEY,District K,District K - Block 021,Yes,Yes,Class 6,Math and Science,39,31,30,42,30,28,31,21,23,112,163,0.7277,Behind
2025-09,2025-09-20 01:30:00,School ADAK,SYN-2039-ADAK,District K,District K - Block 022,Yes,Yes,"Classes 6, 7 and 8",Math and Science,61,53,47,71,63,4,48,47,2,180,216,0.6,Behind
2025-09,2025-09-20 01:47:00,School ADAL,SYN-2040-ADAL,District K,District K - Block 022,Yes,Yes,Class 7,Math,22,18,20,22,18,21,13,13,13,57,103,0.9035,On Track
2025-09,2025-09-20 02:04:00,School ADAM,SYN-2041-ADAM,District K,District K - Block 022,Yes,Yes,"Classes 6, 7 and 8",Science,39,30,29,24,22,21,20,18,11,83,131,0.7892,On Track
2025-09,2025-09-20 02:21:00,School ADAN,SYN-2042-ADAN,District K,District K - Block 022,Yes,Yes,"Classes 6, 7 and 8",Math and Science,53,25,51,49,24,22,28,16,19,130,157,0.6038,Behind
2025-09,2025-09-20 02:38:00,School ADAO,SYN-2043-ADAO,District K,District K - Block 022,Yes,Yes,"Classes 6, 7 and 8",Math and Science,35,10,9,10,7,9,11,9,8,56,52,0.4643,At Risk
2025-09,2025-09-20 02:55:00,School ADAP,SYN-2044-ADAP,District K,District K - Block 022,Yes,No,"Classes 6, 7 and 8",Math and Science,18,18,16,23,19,17,24,20,21,65,111,0.8538,On Track
2025-09,2025-09-20 03:12:00,School ADAQ,SYN-2045-ADAQ,District K,District K - Block 022,Yes,Yes,Class 6,Math,47,31,34,56,42,38,49,37,33,152,215,0.7072,Behind
2025-09,2025-09-20 03:29:00,School ADAR,SYN-2046-ADAR,District K,District K - Block 022,Yes,Yes,"Classes 6, 7 and 8",Math and Science,18,12,12,16,11,11,24,18,19,58,83,0.7155,Behind
2025-09,2025-09-20 03:46:00,School ADAS,SYN-2047-ADAS,District K,District K - Block 022,No,No,Not conducted,Not applicable,55,0,0,71,0,0,67,0,0,193,0,0.0,Critical
2025-09,2025-09-20 04:03:00,School ADEZ,SYN-2158-ADEZ,District K,District K - Block 023,No,No,Not conducted,Not applicable,19,0,0,13,0,0,13,0,0,45,0,0.0,Critical
2025-09,2025-09-20 04:20:00,School ADFA,SYN-2159-ADFA,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math and Science,18,9,9,20,11,12,31,23,20,69,84,0.6087,Behind
2025-09,2025-09-20 04:37:00,School ADFB,SYN-2160-ADFB,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math and Science,35,16,16,15,7,7,17,9,9,67,64,0.4776,At Risk
2025-09,2025-09-20 04:54:00,School ADFC,SYN-2161-ADFC,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math and Science,41,22,27,24,15,16,24,16,17,89,113,0.6348,Behind
2025-09,2025-09-20 05:11:00,School ADFD,SYN-2162-ADFD,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math and Science,51,37,36,66,53,50,52,46,41,169,263,0.7781,On Track
2025-09,2025-09-20 05:28:00,School ADFE,SYN-2163-ADFE,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math,16,10,14,17,12,14,19,14,14,52,78,0.75,On Track
2025-09,2025-09-20 05:45:00,School ADFF,SYN-2164-ADFF,District K,District K - Block 023,Yes,No,"Classes 6, 7 and 8",Math and Science,11,10,9,14,12,14,16,13,14,41,72,0.878,On Track
2025-09,2025-09-20 06:02:00,School ADFG,SYN-2165-ADFG,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,23,22,34,30,30,36,28,33,98,166,0.8469,On Track
2025-09,2025-09-20 06:19:00,School ADFH,SYN-2166-ADFH,District K,District K - Block 023,No,No,Not conducted,Not applicable,29,0,0,30,0,0,28,0,0,87,0,0.0,Critical
2025-09,2025-09-20 06:36:00,School ADFI,SYN-2167-ADFI,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,15,16,22,17,17,25,22,23,68,110,0.8088,On Track
2025-09,2025-09-20 06:53:00,School ADFJ,SYN-2168-ADFJ,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Science,19,13,12,17,16,9,29,21,18,65,89,0.6846,Behind
2025-09,2025-09-20 07:10:00,School ADFK,SYN-2169-ADFK,District K,District K - Block 023,Yes,Yes,"Classes 6, 7 and 8",Math,14,8,9,18,11,11,8,5,7,40,51,0.6375,Behind
2025-09,2025-09-20 07:27:00,School ADFL,SYN-2170-ADFL,District K,District K - Block 023,Yes,No,Class 6,Math,62,48,40,104,65,102,113,86,73,279,414,0.7419,Behind
2025-09,2025-09-20 07:44:00,School ABCQ,SYN-745-ABCQ,District L,District L - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,38,21,32,54,49,47,68,57,54,160,260,0.8125,On Track
2025-09,2025-09-20 08:01:00,School ABCR,SYN-746-ABCR,District L,District L - Block 001,Yes,Yes,Classes 7 and 8,Math,42,22,37,39,19,32,41,27,40,122,177,0.7254,Behind
2025-09,2025-09-20 08:18:00,School ABCS,SYN-747-ABCS,District L,District L - Block 001,Yes,No,"Classes 6, 7 and 8",Science,85,51,46,104,81,47,120,81,54,309,360,0.5825,At Risk
2025-09,2025-09-20 08:35:00,School ABCT,SYN-748-ABCT,District L,District L - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,99,56,54,101,74,72,91,67,82,291,405,0.6959,Behind
2025-09,2025-09-20 08:52:00,School ABCU,SYN-749-ABCU,District L,District L - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,46,50,74,56,56,80,70,64,213,342,0.8028,On Track
2025-09,2025-09-20 09:09:00,School ABCA,SYN-729-ABCA,District L,District L - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,49,31,37,55,43,48,60,49,48,164,256,0.7805,On Track
2025-09,2025-09-20 09:26:00,School ABCB,SYN-730-ABCB,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,76,67,65,69,68,68,89,70,77,234,415,0.8868,On Track
2025-09,2025-09-20 09:43:00,School ABCC,SYN-731-ABCC,District L,District L - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,43,23,19,34,27,23,38,24,24,115,140,0.6087,Behind
2025-09,2025-09-20 10:00:00,School ABCD,SYN-732-ABCD,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,62,47,48,53,44,36,56,47,48,171,270,0.7895,On Track
2025-09,2025-09-20 10:17:00,School ABCE,SYN-733-ABCE,District L,District L - Block 002,Yes,Yes,Class 6,Science,37,31,31,41,35,37,60,53,57,138,244,0.8841,On Track
2025-09,2025-09-20 10:34:00,School ABCF,SYN-734-ABCF,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,34,26,28,44,30,36,24,19,20,102,159,0.7794,On Track
2025-09,2025-09-20 10:51:00,School ABCG,SYN-735-ABCG,District L,District L - Block 002,Yes,No,Class 8,Math,60,46,39,81,48,42,122,83,85,263,343,0.6521,Behind
2025-09,2025-09-20 11:08:00,School ABCH,SYN-736-ABCH,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,23,22,62,38,41,56,36,31,154,191,0.6201,Behind
2025-09,2025-09-20 11:25:00,School ABCI,SYN-737-ABCI,District L,District L - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,41,23,19,37,21,20,35,16,16,113,115,0.5088,At Risk
2025-09,2025-09-20 11:42:00,School ABCJ,SYN-738-ABCJ,District L,District L - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,41,29,28,44,35,33,40,33,38,125,196,0.784,On Track
2025-09,2025-09-20 11:59:00,School ABCK,SYN-739-ABCK,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,44,41,43,21,18,20,19,16,15,84,153,0.9107,On Track
2025-09,2025-09-20 12:16:00,School ABCL,SYN-740-ABCL,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,43,41,59,45,42,61,51,47,170,269,0.7912,On Track
2025-09,2025-09-20 12:33:00,School ABCM,SYN-741-ABCM,District L,District L - Block 002,Yes,No,Class 6,Science,9,9,6,59,12,33,64,7,35,132,102,0.3864,At Risk
2025-09,2025-09-20 12:50:00,School ABCN,SYN-742-ABCN,District L,District L - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,60,41,39,73,52,45,74,46,56,207,279,0.6739,Behind
2025-09,2025-09-20 13:07:00,School ABCO,SYN-743-ABCO,District L,District L - Block 002,Yes,Yes,Class 7,Math and Science,39,18,20,50,48,48,51,45,47,140,226,0.8071,On Track
2025-09,2025-09-20 13:24:00,School AAZW,SYN-673-AAZW,District L,District L - Block 003,No,No,Not conducted,Not applicable,54,0,0,75,0,0,91,0,0,220,0,0.0,Critical
2025-09,2025-09-20 13:41:00,School AAZX,SYN-674-AAZX,District L,District L - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,41,32,32,83,75,61,97,81,79,221,360,0.8145,On Track
2025-09,2025-09-20 13:58:00,School AAZY,SYN-675-AAZY,District L,District L - Block 003,Yes,Yes,Class 6,Math and Science,24,23,20,20,16,16,25,23,23,69,121,0.8768,On Track
2025-09,2025-09-20 14:15:00,School AAZZ,SYN-676-AAZZ,District L,District L - Block 003,Yes,Yes,Class 6,Math and Science,45,34,32,38,31,34,37,30,28,120,189,0.7875,On Track
2025-09,2025-09-20 14:32:00,School ABAA,SYN-677-ABAA,District L,District L - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,55,49,49,72,62,69,64,56,47,191,332,0.8691,On Track
2025-09,2025-09-20 14:49:00,School ABAB,SYN-678-ABAB,District L,District L - Block 003,No,No,Not conducted,Not applicable,29,0,0,27,0,0,28,0,0,84,0,0.0,Critical
2025-09,2025-09-20 15:06:00,School ABAC,SYN-679-ABAC,District L,District L - Block 003,Yes,No,"Classes 6, 7 and 8",Math,82,56,66,90,52,68,111,68,77,283,387,0.6837,Behind
2025-09,2025-09-20 15:23:00,School ABAD,SYN-680-ABAD,District L,District L - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,40,30,30,42,36,36,40,31,34,122,197,0.8074,On Track
2025-09,2025-09-20 15:40:00,School ABAE,SYN-681-ABAE,District L,District L - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,20,15,17,26,19,20,23,22,18,69,111,0.8043,On Track
2025-09,2025-09-20 15:57:00,School AAZN,SYN-664-AAZN,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,68,47,48,67,46,40,32,26,26,167,233,0.6976,Behind
2025-09,2025-09-20 16:14:00,School ABBC,SYN-705-ABBC,District L,District L - Block 004,No,No,Not conducted,Not applicable,23,0,0,32,0,0,28,0,0,83,0,0.0,Critical
2025-09,2025-09-20 16:31:00,School ABBH,SYN-710-ABBH,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,35,30,29,50,41,40,45,35,33,130,208,0.8,On Track
2025-09,2025-09-20 16:48:00,School ABBI,SYN-711-ABBI,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,38,31,32,30,29,28,31,30,26,99,176,0.8889,On Track
2025-09,2025-09-20 17:05:00,School ABBJ,SYN-712-ABBJ,District L,District L - Block 004,Yes,Yes,Class 6,Math and Science,45,31,27,45,28,30,56,36,35,146,187,0.6404,Behind
2025-09,2025-09-20 17:22:00,School ABBK,SYN-713-ABBK,District L,District L - Block 004,No,No,Not conducted,Not applicable,10,0,0,16,0,0,17,0,0,43,0,0.0,Critical
2025-09,2025-09-20 17:39:00,School ABBL,SYN-714-ABBL,District L,District L - Block 004,Yes,Yes,Class 6,Math and Science,20,16,13,20,13,17,23,23,22,63,104,0.8254,On Track
2025-09,2025-09-20 17:56:00,School ABBM,SYN-715-ABBM,District L,District L - Block 004,Yes,No,Class 6,Math,47,36,39,53,39,36,51,38,35,151,223,0.7384,Behind
2025-09,2025-09-20 18:13:00,School ABBN,SYN-716-ABBN,District L,District L - Block 004,Yes,No,Class 6,Math and Science,38,23,28,38,23,20,43,22,22,119,138,0.5798,At Risk
2025-09,2025-09-20 18:30:00,School ABBO,SYN-717-ABBO,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,46,39,47,36,39,57,47,41,152,248,0.8158,On Track
2025-09,2025-09-20 18:47:00,School ABBP,SYN-718-ABBP,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,73,61,54,46,41,40,76,59,64,195,319,0.8179,On Track
2025-09,2025-09-20 19:04:00,School ABBQ,SYN-719-ABBQ,District L,District L - Block 004,Yes,Yes,Classes 6 and 8,Math and Science,97,91,82,105,52,58,116,98,65,318,446,0.7013,Behind
2025-09,2025-09-20 19:21:00,School ABBR,SYN-720-ABBR,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,51,39,44,51,44,48,31,27,30,133,232,0.8722,On Track
2025-09,2025-09-20 19:38:00,School ABBS,SYN-721-ABBS,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math,44,20,42,42,25,37,32,23,30,118,177,0.75,On Track
2025-09,2025-09-20 19:55:00,School ABBT,SYN-722-ABBT,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,11,9,8,10,6,7,18,16,14,39,60,0.7692,On Track
2025-09,2025-09-20 20:12:00,School ABBU,SYN-723-ABBU,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,19,19,16,12,12,10,6,6,50,74,0.74,Behind
2025-09,2025-09-20 20:29:00,School ABBV,SYN-724-ABBV,District L,District L - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,16,11,11,27,18,19,27,16,18,70,93,0.6643,Behind
2025-09,2025-09-20 20:46:00,School ABAV,SYN-698-ABAV,District L,District L - Block 005,Yes,Yes,Class 6,Math and Science,23,22,19,50,36,37,53,35,40,126,189,0.75,On Track
2025-09,2025-09-20 21:03:00,School ABAW,SYN-699-ABAW,District L,District L - Block 005,Yes,No,"Classes 6, 7 and 8",Math,56,27,38,53,25,37,75,36,47,184,210,0.5707,At Risk
2025-09,2025-09-20 21:20:00,School ABAX,SYN-700-ABAX,District L,District L - Block 005,Yes,No,"Classes 6, 7 and 8",Math and Science,15,15,14,26,20,21,27,25,23,68,118,0.8676,On Track
2025-09,2025-09-20 21:37:00,School ABAY,SYN-701-ABAY,District L,District L - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,12,10,11,22,19,20,14,12,11,48,83,0.8646,On Track
2025-09,2025-09-20 21:54:00,School ABAZ,SYN-702-ABAZ,District L,District L - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,14,11,9,17,12,11,13,9,10,44,62,0.7045,Behind
2025-09,2025-09-20 22:11:00,School AAZJ,SYN-660-AAZJ,District L,District L - Block 006,Yes,Yes,Class 6,Math,73,37,50,84,57,70,91,58,60,248,332,0.6694,Behind
2025-09,2025-09-20 22:28:00,School AAZK,SYN-661-AAZK,District L,District L - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math,66,44,47,56,31,39,56,35,41,178,237,0.6657,Behind
2025-09,2025-09-20 22:45:00,School AAZL,SYN-662-AAZL,District L,District L - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,6,6,6,5,5,5,7,7,7,18,36,1.0,On Track
2025-09,2025-09-20 23:02:00,School AAZM,SYN-663-AAZM,District L,District L - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,67,47,47,59,41,46,96,76,72,222,329,0.741,Behind
2025-09,2025-09-20 23:19:00,School AAZO,SYN-665-AAZO,District L,District L - Block 006,No,No,Not conducted,Not applicable,20,0,0,15,0,0,19,0,0,54,0,0.0,Critical
2025-09,2025-09-20 23:36:00,School AAZP,SYN-666-AAZP,District L,District L - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,35,40,41,33,30,48,38,34,139,210,0.7554,On Track
2025-09,2025-09-20 23:53:00,School AAZQ,SYN-667-AAZQ,District L,District L - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,44,37,35,56,45,43,50,44,39,150,243,0.81,On Track
2025-09,2025-09-21 00:10:00,School ABAH,SYN-684-ABAH,District L,District L - Block 007,Yes,Yes,Classes 6 and 8,Math and Science,19,17,15,31,17,17,12,11,12,62,89,0.7177,Behind
2025-09,2025-09-21 00:27:00,School ABAI,SYN-685-ABAI,District L,District L - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,57,51,51,62,51,53,66,49,52,185,307,0.8297,On Track
2025-09,2025-09-21 00:44:00,School ABAJ,SYN-686-ABAJ,District L,District L - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,80,71,77,90,79,85,105,91,85,275,488,0.8873,On Track
2025-09,2025-09-21 01:01:00,School ABAK,SYN-687-ABAK,District L,District L - Block 007,No,No,Not conducted,Not applicable,30,0,0,48,0,0,70,0,0,148,0,0.0,Critical
2025-09,2025-09-21 01:18:00,School ABAL,SYN-688-ABAL,District L,District L - Block 007,No,No,Not conducted,Not applicable,4,0,0,5,0,0,4,0,0,13,0,0.0,Critical
2025-09,2025-09-21 01:35:00,School ABAM,SYN-689-ABAM,District L,District L - Block 007,No,No,Not conducted,Not applicable,20,0,0,35,0,0,26,0,0,81,0,0.0,Critical
2025-09,2025-09-21 01:52:00,School ABAN,SYN-690-ABAN,District L,District L - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,60,59,59,53,52,52,96,86,88,209,396,0.9474,On Track
2025-09,2025-09-21 02:09:00,School ABAO,SYN-691-ABAO,District L,District L - Block 007,Yes,Yes,Class 6,Math,25,18,18,22,17,17,33,22,23,80,115,0.7188,Behind
2025-09,2025-09-21 02:26:00,School ABAP,SYN-692-ABAP,District L,District L - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,24,37,64,37,45,45,28,33,154,204,0.6623,Behind
2025-09,2025-09-21 02:43:00,School ABAQ,SYN-693-ABAQ,District L,District L - Block 007,Yes,Yes,Class 7,Math and Science,67,66,60,83,81,81,49,36,39,199,363,0.9121,On Track
2025-09,2025-09-21 03:00:00,School ABAR,SYN-694-ABAR,District L,District L - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,25,25,35,19,19,48,29,24,119,141,0.5924,At Risk
2025-09,2025-09-21 03:17:00,School ABAS,SYN-695-ABAS,District L,District L - Block 007,Yes,Yes,Class 7,Math and Science,26,15,11,12,12,11,13,12,10,51,71,0.6961,Behind
2025-09,2025-09-21 03:34:00,School ABAT,SYN-696-ABAT,District L,District L - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,32,37,62,57,56,75,66,62,180,310,0.8611,On Track
2025-09,2025-09-21 03:51:00,School ABBW,SYN-725-ABBW,District L,District L - Block 008,Yes,No,"Classes 6, 7 and 8",Math and Science,41,37,37,42,36,39,44,38,37,127,224,0.8819,On Track
2025-09,2025-09-21 04:08:00,School ABBX,SYN-726-ABBX,District L,District L - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,20,20,37,34,36,28,22,22,89,154,0.8652,On Track
2025-09,2025-09-21 04:25:00,School ABBY,SYN-727-ABBY,District L,District L - Block 008,Yes,Yes,Class 6,Math,28,27,27,37,35,36,26,25,24,91,174,0.956,On Track
2025-09,2025-09-21 04:42:00,School ABBZ,SYN-728-ABBZ,District L,District L - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,63,51,51,65,56,52,63,51,54,191,315,0.8246,On Track
2025-09,2025-09-21 04:59:00,School ABAF,SYN-682-ABAF,District L,District L - Block 009,Yes,Yes,Class 6,Math and Science,50,37,35,51,39,44,63,45,43,164,243,0.7409,Behind
2025-09,2025-09-21 05:16:00,School ABAG,SYN-683-ABAG,District L,District L - Block 009,No,No,Not conducted,Not applicable,41,0,0,65,0,0,60,0,0,166,0,0.0,Critical
2025-09,2025-09-21 05:33:00,School ABAU,SYN-697-ABAU,District L,District L - Block 010,Yes,Yes,Class 6,Science,113,36,72,140,40,82,128,44,58,381,332,0.4357,At Risk
2025-09,2025-09-21 05:50:00,School ABCP,SYN-744-ABCP,District L,District L - Block 011,No,No,Not conducted,Not applicable,82,0,0,64,0,0,77,0,0,223,0,0.0,Critical
2025-09,2025-09-21 06:07:00,School AAZR,SYN-668-AAZR,District L,District L - Block 012,No,No,Not conducted,Not applicable,40,0,0,36,0,0,40,0,0,116,0,0.0,Critical
2025-09,2025-09-21 06:24:00,School ABBG,SYN-709-ABBG,District L,District L - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,6,4,4,9,5,6,8,7,7,23,33,0.7174,Behind
2025-09,2025-09-21 06:41:00,School ABBA,SYN-703-ABBA,District L,District L - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,16,16,7,23,13,16,27,19,16,66,87,0.6591,Behind
2025-09,2025-09-21 06:58:00,School ABBB,SYN-704-ABBB,District L,District L - Block 013,Yes,Yes,Class 6,Math and Science,80,64,60,75,55,53,65,53,49,220,334,0.7591,On Track
2025-09,2025-09-21 07:15:00,School ABBD,SYN-706-ABBD,District L,District L - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,13,15,18,11,13,10,6,6,49,64,0.6531,Behind
2025-09,2025-09-21 07:32:00,School ABBE,SYN-707-ABBE,District L,District L - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,14,12,10,10,7,10,10,8,9,34,56,0.8235,On Track
2025-09,2025-09-21 07:49:00,School ABBF,SYN-708-ABBF,District L,District L - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,79,62,58,96,61,65,113,71,77,288,394,0.684,Behind
2025-09,2025-09-21 08:06:00,School AAZS,SYN-669-AAZS,District L,District L - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,5,4,4,14,9,8,15,8,7,34,40,0.5882,At Risk
2025-09,2025-09-21 08:23:00,School AAZT,SYN-670-AAZT,District L,District L - Block 014,No,No,Not conducted,Not applicable,16,0,0,8,0,0,9,0,0,33,0,0.0,Critical
2025-09,2025-09-21 08:40:00,School AAZU,SYN-671-AAZU,District L,District L - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,47,46,38,54,49,38,56,43,40,157,254,0.8089,On Track
2025-09,2025-09-21 08:57:00,School AAZV,SYN-672-AAZV,District L,District L - Block 014,No,No,Not conducted,Not applicable,60,0,0,56,0,0,70,0,0,186,0,0.0,Critical
2025-09,2025-09-21 09:14:00,School ADHQ,SYN-2227-ADHQ,District M,District M - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,40,43,78,57,51,59,49,46,196,286,0.7296,Behind
2025-09,2025-09-21 09:31:00,School ADHR,SYN-2228-ADHR,District M,District M - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,104,38,47,112,36,51,122,53,46,338,271,0.4009,At Risk
2025-09,2025-09-21 09:48:00,School ADHS,SYN-2229-ADHS,District M,District M - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,41,32,31,56,33,34,51,27,32,148,189,0.6385,Behind
2025-09,2025-09-21 10:05:00,School ADGR,SYN-2202-ADGR,District M,District M - Block 002,Yes,No,Class 6,Math and Science,46,37,36,29,26,22,43,31,37,118,189,0.8008,On Track
2025-09,2025-09-21 10:22:00,School ADGS,SYN-2203-ADGS,District M,District M - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,28,18,20,52,38,39,32,24,28,112,167,0.7455,Behind
2025-09,2025-09-21 10:39:00,School ADGT,SYN-2204-ADGT,District M,District M - Block 002,Yes,Yes,Class 6,Science,76,53,53,67,52,61,64,44,46,207,309,0.7464,Behind
2025-09,2025-09-21 10:56:00,School ADGU,SYN-2205-ADGU,District M,District M - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,64,44,35,76,45,46,69,54,44,209,268,0.6411,Behind
2025-09,2025-09-21 11:13:00,School ADGV,SYN-2206-ADGV,District M,District M - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,31,36,38,31,29,40,36,31,121,194,0.8017,On Track
2025-09,2025-09-21 11:30:00,School ADGW,SYN-2207-ADGW,District M,District M - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,50,35,33,60,33,35,35,27,23,145,186,0.6414,Behind
2025-09,2025-09-21 11:47:00,School ADGX,SYN-2208-ADGX,District M,District M - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,26,20,22,37,35,28,20,16,17,83,138,0.8313,On Track
2025-09,2025-09-21 12:04:00,School ADGY,SYN-2209-ADGY,District M,District M - Block 002,Yes,Yes,Class 6,Math,29,24,26,25,20,18,21,17,18,75,123,0.82,On Track
2025-09,2025-09-21 12:21:00,School ADGZ,SYN-2210-ADGZ,District M,District M - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,189,35,33,80,51,50,64,44,42,333,255,0.3829,At Risk
2025-09,2025-09-21 12:38:00,School ADHA,SYN-2211-ADHA,District M,District M - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math,41,18,24,33,16,20,48,33,26,122,137,0.5615,At Risk
2025-09,2025-09-21 12:55:00,School ADHB,SYN-2212-ADHB,District M,District M - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,25,18,17,11,7,7,15,10,8,51,67,0.6569,Behind
